0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.2,0.4,0.4,0.0
0.0,0.8,0.2,0.0
0.2,0.6,0.0,0.2
0.0,0.0,0.8,0.2
1.0,0.0,0.0,0.0
0.0,0.2,0.0,0.8
0.0,0.0,0.25,0.75
1.0,0.0,0.0,0.0
num:1
0.0,0.25,0.75,0.0
0.25,0.0,0.75,0.0
0.0,0.0,0.75,0.25
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.25,0.25,0.5,0.0
0.25,0.0,0.0,0.75
0.0,0.5,0.25,0.25
0.25,0.0,0.5,0.25
0.25,0.5,0.0,0.25
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0
num:2
0.0333333333333,0.0,0.0333333333333,0.933333333333
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,0.966666666667,0.0333333333333
0.933333333333,0.0,0.0666666666667,0.0
0.0,0.0333333333333,0.866666666667,0.1
0.233333333333,0.666666666667,0.0,0.1
0.333333333333,0.3,0.2,0.166666666667
0.1,0.2,0.433333333333,0.266666666667
0.333333333333,0.166666666667,0.2,0.3
0.3,0.3,0.333333333333,0.0666666666667
0.0666666666667,0.0666666666667,0.0333333333333,0.833333333333
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
0.133333333333,0.0,0.0,0.866666666667
num:3
0.0,1.0,0.0,0.0
0.2,0.8,0.0,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
0.6,0.0,0.2,0.2
0.0,0.2,0.2,0.6
0.0,0.0,1.0,0.0
0.6,0.0,0.2,0.2
0.2,0.0,0.8,0.0
0.0,0.0,1.0,0.0
num:4
1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,0.666666666667,0.333333333333,0.0
0.0,0.333333333333,0.0,0.666666666667
0.333333333333,0.0,0.0,0.666666666667
0.0,0.0,0.0,1.0
0.666666666667,0.0,0.0,0.333333333333
1.0,0.0,0.0,0.0
0.666666666667,0.0,0.0,0.333333333333
1.0,0.0,0.0,0.0
0.333333333333,0.0,0.333333333333,0.333333333333
0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0
0.666666666667,0.0,0.0,0.333333333333
num:5
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.25,0.75,0.0,0.0
0.0,0.0,0.25,0.75
0.25,0.75,0.0,0.0
0.0,0.25,0.5,0.25
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,0.0,0.75,0.25
num:6
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.0,0.75,0.0,0.25
0.25,0.75,0.0,0.0
0.25,0.0,0.75,0.0
0.0,1.0,0.0,0.0
0.75,0.0,0.0,0.25
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.25,0.0,0.75,0.0
1.0,0.0,0.0,0.0
0.0,0.5,0.0,0.5
num:7
0.25,0.75,0.0,0.0
0.0,0.0,1.0,0.0
0.0,0.25,0.0,0.75
0.0,0.0,1.0,0.0
0.5,0.25,0.0,0.25
0.25,0.0,0.75,0.0
0.5,0.25,0.25,0.0
0.25,0.0,0.5,0.25
0.0,0.5,0.25,0.25
0.25,0.0,0.75,0.0
0.75,0.0,0.0,0.25
0.0,0.0,0.25,0.75
0.25,0.0,0.75,0.0
0.75,0.0,0.0,0.25
0.0,0.25,0.25,0.5
0.25,0.0,0.0,0.75
num:8
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,0.6,0.4
0.0,1.0,0.0,0.0
0.0,0.8,0.0,0.2
0.2,0.0,0.0,0.8
0.0,0.8,0.0,0.2
0.0,0.8,0.2,0.0
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,0.0,0.4,0.6
num:9
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.4,0.4,0.0,0.2
0.4,0.2,0.4,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
0.2,0.6,0.2,0.0
0.2,0.0,0.2,0.6
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0
0.0,0.0,0.8,0.2
num:10
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.0,0.0,0.333333333333,0.666666666667
0.666666666667,0.0,0.0,0.333333333333
0.0,0.333333333333,0.0,0.666666666667
0.0,0.0,1.0,0.0
0.333333333333,0.333333333333,0.0,0.333333333333
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
0.666666666667,0.0,0.0,0.333333333333
0.0,0.333333333333,0.666666666667,0.0
0.0,1.0,0.0,0.0
num:11
0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.25,0.0,0.75,0.0
0.0,1.0,0.0,0.0
0.0,0.5,0.25,0.25
0.0,0.5,0.25,0.25
0.0,1.0,0.0,0.0
0.25,0.25,0.25,0.25
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,0.75,0.25
1.0,0.0,0.0,0.0
num:12
0.0,0.0,0.2,0.8
0.0,0.2,0.0,0.8
0.4,0.0,0.6,0.0
1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
0.8,0.0,0.0,0.2
0.6,0.4,0.0,0.0
0.0,0.0,0.2,0.8
0.0,0.2,0.0,0.8
0.2,0.8,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0
num:13
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
